Product_Title,Price,Shop_Name,Category,Availability,G-Price
APACER PANTHER GOLDEN 8GB DDR4 3200MHZ DESKTOP RAM,3500,STARTECH,Ram,In Stock,3500
APACER 8GB DDR4 3200MHZ DESKTOP RAM,3500,STARTECH,Ram,In Stock,3500
CORSAIR VENGEANCE LPX 8GB 3200MHZ DDR4 DESKTOP RAM,3550,STARTECH,Ram,In Stock,3550
TEAM ELITE PLUS RED 8GB 2666MHZ DDR4 RAM,3600,STARTECH,Ram,In Stock,3600
TEAM T-FORCE VULCAN Z RED 8GB DDR4 3200MHZ DESKTOP GAMING RAM,3650,STARTECH,Ram,In Stock,3650
TEAM T-FORCE VULCAN TUF GAMING ALLIANCE 8GB 3200MHZ DDR4 DESKTOP RAM,3700,STARTECH,Ram,In Stock,3700
APACER NOX RGB AURA2 8GB DDR4 2666MHZ DESKTOP RAM,3700,STARTECH,Ram,In Stock,3700
ZADAK TWIST 8GB DDR4 3200MHZ DESKTOP RAM,3750,STARTECH,Ram,In Stock,3750
TEAM T-FORCE VULCAN Z 8GB DDR4 3200MHZ DESKTOP GAMING RAM,3750,STARTECH,Ram,In Stock,3750
TEAM T-FORCE DARK Z RED 8GB DDR4 3200MHZ GAMING DESKTOP RAM,3750,STARTECH,Ram,In Stock,3750
PNY XLR8 GAMING EPIC-X RGB 8GB DDR4 3200MHZ DESKTOP RAM,3900,STARTECH,Ram,In Stock,3900
KINGSTON FURY BEAST RGB 8GB 3200MHZ DDR4 DESKTOP RAM,3900,STARTECH,Ram,In Stock,3900
TEAM T-FORCE DARK Z RED 8GB DDR4 3600MHZ GAMING DESKTOP RAM,4000,STARTECH,Ram,In Stock,4000
G.SKILL TRIDENT Z 8GB DDR4 3200MHZ DESKTOP RAM,4150,STARTECH,Ram,In Stock,4150
CORSAIR VENGEANCE RGB RS 8GB DDR4 3200MHZ RAM,4200,STARTECH,Ram,In Stock,4200
APACER PANTHER RAGE 8GB DDR4 RGB  2666MHZ DESKTOP RAM,4200,STARTECH,Ram,In Stock,4200
TEAM DELTA UD 8GB 2666MHZ RGB DDR4 DESKTOP RAM,4300,STARTECH,Ram,In Stock,4300
TEAM T-FORCE DELTA 8GB 2666MHZ DDR4 RGB WHITE DESKTOP RAM,4300,STARTECH,Ram,In Stock,4300
TEAM T-FORCE DELTA TUF GAMING RGB 8GB 3200MHZ DDR4 CL16 DESKTOP RAM,4400,STARTECH,Ram,In Stock,4400
TEAM T-FORCE DELTA 8GB 3200MHZ DDR4 RGB WHITE DESKTOP GAMING RAM,4450,STARTECH,Ram,In Stock,4450
TEAM T-FORCE DELTA RGB 32GB (16GBX2) 6000MHZ DDR5 GAMING RAM BLACK,38500,TECHLAND,Ram,In Stock,38500
PATRIOT VIPER STEEL GAMING RGB 8GB DDR4 3600MHZ DESKTOP RAM,4500,TECHLAND,Ram,In Stock,4500
PATRIOT VIPER STEEL GAMING RGB 16GB DDR4 3600MHZ DESKTOP RAM,7800,TECHLAND,Ram,In Stock,7800
PATRIOT SIGNATURE LINE 16GB DDR4 2666MHZ DESKTOP RAM,6000,TECHLAND,Ram,In Stock,6000
LEVEN 4GB DDR4 2400MHZ UDIMM DESKTOP RAM,1950,TECHLAND,Ram,In Stock,1950
CRUCIAL 8GB 2666MHZ DDR4 DESKTOP RAM,3100,TECHLAND,Ram,In Stock,3100
CRUCIAL 4GB DDR4-2400 UDIMM DESKTOP RAM,2100,TECHLAND,Ram,In Stock,2100
CRUCIAL 16GB 2666MHZ DDR4 DESKTOP RAM,6300,TECHLAND,Ram,In Stock,6300
CORSAIR VENGEANCE RGB RS 16GB (2 X 8GB) DDR4 3600MHZ DESKTOP RAM,9600,TECHLAND,Ram,In Stock,9600
CORSAIR DOMINATOR PLATINUM RGB 16GB DDR5 5600MHZ RAM (WHITE),22000,TECHLAND,Ram,In Stock,22000
CORSAIR DOMINATOR PLATINUM RGB 16GB DDR5 5600MHZ C36 RAM,21500,TECHLAND,Ram,In Stock,21500
ANACOMDA ERYX TATACIUS 8GB 3200MHZ DDR4 RGB DESKTOP RAM (WHITE),3950,TECHLAND,Ram,In Stock,3950
ANACOMDA ERYX TATACIUS 8GB 3200MHZ DDR4 RGB DESKTOP RAM,3950,TECHLAND,Ram,In Stock,3950
ADATA XPG LANCER 16GB DDR5 6000MHZ GAMING DESKTOP RAM,14500,TECHLAND,Ram,In Stock,14500
ADATA XPG GAMMIX D20 8GB DDR4 3200MHZ DESKTOP RAM,3650,TECHLAND,Ram,In Stock,3650
TEAM T-FORCE DELTA RGB 32GB (16GBX2) 6000MHZ DDR5 GAMING RAM WHITE,39000,TECHLAND,Ram,In Stock,39000
G.SKILL TRIDENT Z RGB 8GB DDR4 3200MHZ BLACK HEATSINK GAMING DESKTOP RAM,4800,RYANS,Ram,In Stock,4800
CORSAIR VENGEANCE RGB RS 8GB DDR4 3600MHZ BLACK HEATSINK DESKTOP RAM #CMG8GX4M1D3600C18,5000,RYANS,Ram,In Stock,5000
THERMALTAKE TOUGHRAM XG RGB 8GB DDR4 3600MHZ DESKTOP RAM #R016D408GX2-3600C18A,5600,RYANS,Ram,In Stock,5600
G.SKILL TRIDENT Z ROYAL RGB 8GB DDR4 3600MHZ GOLD HEATSINK DESKTOP RAM,5700,RYANS,Ram,In Stock,5700
G.SKILL TRIDENT Z ROYAL RGB 8GB DDR4 3200MHZ GOLD HEATSINK DESKTOP RAM,5750,RYANS,Ram,In Stock,5750
G.SKILL TRIDENT Z ROYAL RGB 8GB DDR4 3200MHZ DESKTOP RAM,6100,RYANS,Ram,In Stock,6100
G.SKILL TRIDENT Z ROYAL RGB 8GB DDR4 3600MHZ SILVER HEATSINK DESKTOP RAM,6100,RYANS,Ram,In Stock,6100
G.SKILL 8GB DDR4 3200MHZ FLARE X (RECOMENDED WITH AMD RYZEN) DESKTOP RAM,6300,RYANS,Ram,In Stock,6300
THERMALTAKE TOUGHRAM XG RGB 8GB DDR4 4000MHZ BLACK DESKTOP RAM #R016D408GX2-4000C19A,6550,RYANS,Ram,In Stock,6550
G.SKILL RIPJAWS V 16GB DDR4 2400MHZ DESKTOP RAM,6600,RYANS,Ram,In Stock,6600
TEAM 8GB DDR4 3466MHZ DESKTOP RAM,7500,RYANS,Ram,In Stock,7500
CORSAIR VENGEANCE RGB RS 16GB DDR4 3600MHZ BLACK HEATSINK DESKTOP RAM #CMG16GX4M1D3600C18,8000,RYANS,Ram,In Stock,8000
G.SKILL TRIDENT Z ROYAL RGB 8GB DDR4 4266MHZ SILVER HEATSINK DESKTOP RAM #F4-4266C19D-16GTRS,8050,RYANS,Ram,In Stock,8050
ADATA 16GB DDR4 2666MHZ DESKTOP RAM,8500,RYANS,Ram,In Stock,8500
THERMALTAKE TOUGHRAM XG RGB 16GB DDR4 3600MHZ BLACK DESKTOP RAM #R016D416GX2-3600C18A,9700,RYANS,Ram,In Stock,9700
THERMALTAKE TOUGHRAM XG RGB 16GB DDR4 3600MHZ WHITE DESKTOP RAM #RG06D416GX2-3600C18B,9700,RYANS,Ram,In Stock,9700
CORSAIR DOMINATOR PLATINUM RGB 16GB DDR4 3200MHZ GAMING DESKTOP RAM #CMT32GX4M2E3200C16,10700,RYANS,Ram,In Stock,10700
THERMALTAKE TOUGHRAM XG RGB 16GB DDR4 4000MHZ BLACK DESKTOP RAM #R016D416GX2-4000C19A,11350,RYANS,Ram,In Stock,11350
THERMALTAKE TOUGHRAM XG RGB 16GB DDR4 4000MHZ DESKTOP RAM #RG06D416GX2-4000C19B,11800,RYANS,Ram,In Stock,11800
APACER 16GB DDR5 4800MHZ DESKTOP RAM #FL.16G2A.PTH / AU16GHB48CTBBGH,12750,RYANS,Ram,In Stock,12750
TEAM NIGHT HAWK UD RGB 16GB (2 X 8GB) DDR4 3200MHZ DESKTOP RAM,11500,Skyland,Ram,In Stock,11500
TEAM DELTA RGB 4GB DDR4 2666MHZ DESKTOP RAM,2500,Skyland,Ram,In Stock,2500
PATRIOT VIPER GAMING RGB 8GB DDR4 3200MHZ DESKTOP RAM,5000,Skyland,Ram,In Stock,5000
GIGABYTE 8GB DDR4 2666MHZ DESKTOP RAM,3400,Skyland,Ram,In Stock,3400
CORSAIR VENGEANCE RGB PRO 8GB DDR4 3200MHZ RAM,4800,Skyland,Ram,In Stock,4800
CORSAIR VENGEANCE LPX 8GB DDR4 3600MHZ RAM,4400,Skyland,Ram,In Stock,4400
THERMALTAKE TOUGHRAM RGB 8GB DDR4 3200MHZ DESKTOP RAM,5400,Skyland,Ram,In Stock,5400
G.SKILL TRIDENT Z 16GB DDR4 3200MHZ DESKTOP RAM,8800,Skyland,Ram,In Stock,8800
GEIL EVO SPEAR 8GB DDR4 2666MHZ DESKTOP RAM,3100,Skyland,Ram,In Stock,3100
GEIL EVO SPEAR 4GB DDR4 2400MHZ DESKTOP RAM,2250,Skyland,Ram,In Stock,2250
PATRIOT SIGNATURE LINE PREMIUM 8GB DDR4 2666MHZ DESKTOP RAM,4600,Skyland,Ram,In Stock,4600
LEVEN SINBA 8GB DDR4 3200MHZ GAMING DESKTOP RAM,3200,Skyland,Ram,In Stock,3200
G.SKILL RIPJAWS-V 4GB DDR4 2400MHZ DESKTOP RAM,2400,Skyland,Ram,In Stock,2400
G.SKILL RIPJAWS-V 4GB DDR4 2666MHZ DESKTOP RAM,2800,Skyland,Ram,In Stock,2800
G.SKILL RIPJAWS-V 8GB DDR4 2666MHZ DESKTOP RAM,4800,Skyland,Ram,In Stock,4800
CORSAIR VENGEANCE RGB PRO SL 8GB DDR4 3600MHZ RAM WHITE,5200,Skyland,Ram,In Stock,5200
GIGABYTE AORUS DDR5 16GB DESKTOP RAM,15500,COMPUTER VILLAGE,Ram,In Stock,15500
TRANSCEND DDR4 32GB 2666MHZ DESKTOP RAM,15000,COMPUTER VILLAGE,Ram,In Stock,15000
TRANSCEND DDR4 8GB 2666MHZ DESKTOP RAM,3400,COMPUTER VILLAGE,Ram,In Stock,3400
AORUS RGB MEMORY DDR4 16GB (2X8GB) 3333MHZ,10000,COMPUTER VILLAGE,Ram,In Stock,10000
AORUS RGB MEMORY DDR4 16GB (2X8GB) 3733MHZ,10000,COMPUTER VILLAGE,Ram,In Stock,10000
TEAM XTREEM 8GB 3200 MHZ ARGB DDR4 GAMING RAM,6950,COMPUTER VILLAGE,Ram,In Stock,6950
TEAM DELTA RGB 8GB 3600MHZ DDR4 DESKTOP RAM,4700,COMPUTER VILLAGE,Ram,In Stock,4700
TEAM DELTA RGB 8GB DDR4 3200MHZ DESKTOP RAM,5700,COMPUTER VILLAGE,Ram,In Stock,5700
TEAM DARK 8GB DDR4 3200 MHZ GAMING DESKTOP MEMORY,5100,COMPUTER VILLAGE,Ram,In Stock,5100
TEAM VULCAN Z 8GB DDR4 3200MHZ GAMING RAM,5050,COMPUTER VILLAGE,Ram,In Stock,5050
TEAM ELITE PLUS 8GB 3200MHZ DDR4 U-DIMM DESKTOP RAM,5000,COMPUTER VILLAGE,Ram,In Stock,5000
TEAM ELITE U-DIMM 8GB 2666MHZ DDR4 RAM,3400,COMPUTER VILLAGE,Ram,In Stock,3400
THERMALTAKE TOUGHRAM Z-ONE RGB 8GB DDR4 3200MHZ DESKTOP RAM,4500,STARTECH,Ram,In Stock,4500
PATRIOT VIPER STEEL 8GB DDR4 3200MHZ GAMING RGB DESKTOP RAM,4500,STARTECH,Ram,In Stock,4500
APACER NOX RGB AURA2 8GB DDR4 3200MHZ DESKTOP RAM,4500,STARTECH,Ram,In Stock,4500
G.SKILL RIPJAWS V 8GB DDR4 3600MHZ DESKTOP RAM,4600,STARTECH,Ram,In Stock,4600
G.SKILL TRIDENT Z RGB 8GB DDR4 3200MHZ GAMING DESKTOP RAM,4800,STARTECH,Ram,In Stock,4800
ADATA XPG SPECTRIX D50 8GB DDR4 3200MHZ RGB GAMING RAM,4800,STARTECH,Ram,In Stock,4800
ZADAK SPARK RGB 8GB DDR4 3200MHZ DESKTOP GAMING RAM,4800,STARTECH,Ram,In Stock,4800
ADATA XPG SPECTRIX D50 8GB DDR4 3600MHZ RGB GAMING RAM,4900,STARTECH,Ram,In Stock,4900
THERMALTAKE TOUGHRAM Z-ONE RGB 8GB 3600MHZ DDR4 DESKTOP RAM,4425,STARTECH,Ram,In Stock,4425
KINGSTON FURY BEAST 16GB 3200MHZ DDR4 DESKTOP RAM,6000,STARTECH,Ram,In Stock,6000
G.SKILL TRIDENT Z ROYAL 8GB DDR4 3200MHZ SILVER HEATSINK DESKTOP RAM,6100,STARTECH,Ram,In Stock,6100
G.SKILL RIPJAWS V 16GB DDR4 3200MHZ DESKTOP RAM (BLACK),6250,STARTECH,Ram,In Stock,6250
TEAM T-FORCE VULCAN Z RED 16GB DDR4 3200MHZ DESKTOP GAMING RAM,6500,STARTECH,Ram,In Stock,6500
KINGSTON FURY BEAST RGB 16GB 3200MHZ DDR4 DESKTOP RAM,6500,STARTECH,Ram,In Stock,6500
CORSAIR VENGEANCE LPX 16GB DDR4 DRAM 3200MHZ RAM,TBA,STARTECH,Ram,Out Of Stock,null
G.SKILL TRIDENT Z 16GB DDR4 3200MHZ HEATSINK DESKTOP RAM,6600,STARTECH,Ram,In Stock,6600
TEAM T-FORCE DARK Z RED 16GB DDR4 3200MHZ GAMING DESKTOP RAM,6600,STARTECH,Ram,In Stock,6600
TEAM VULCAN Z RED 16GB DDR4 2666 MHZ GAMING RAM,6700,STARTECH,Ram,In Stock,6700
TEAM XTREEM 8GB 3200 MHZ ARGB DDR4 GAMING RAM,5900,STARTECH,Ram,In Stock,5900
TEAM NIGHT HAWK UD 8GB 4000MHZ RGB DDR4 DESKTOP RAM,6500,STARTECH,Ram,In Stock,6500
LEVEN LARES 8GB DDR4 2666MHZ UDIMM DESKTOP RAM,3800,TECHLAND,Ram,In Stock,3800
LEVEN LARES 8GB DDR3 1600MHZ UDIMM DESKTOP RAM,3150,TECHLAND,Ram,In Stock,3150
HIKVISION HS-UDIMMU10 8GB 3200MHZ DDR4 DESKTOP RAM ,3600,TECHLAND,Ram,In Stock,3600
HIKVISION HS-UDIMM-U1 4GB 2666MHZ DDR4 DESKTOP RAM ,2350,TECHLAND,Ram,In Stock,2350
CORSAIR DOMINATOR PLATINUM RGB 8GB DDR4 3200MHZ DESKTOP RAM,5700,TECHLAND,Ram,In Stock,5700
LEVEN LARES 4GB DDR3 1600MHZ UDIMM DESKTOP RAM,1800,TECHLAND,Ram,In Stock,1800
PNY XLR8 GAMING 16GB DDR4 3200MHZ DESKTOP RAM,6100,TECHLAND,Ram,In Stock,6100
LEVEN 8GB DDR4 3200MHZ RGB GAMING DESKTOP RAM,4500,TECHLAND,Ram,In Stock,4500
TRANSCEND JETRAM 16GB DDR4 3200MHZ U-DIMM DESKTOP RAM,9000,TECHLAND,Ram,In Stock,9000
OLOY WARHAWK 8GB 3200MHZ DDR4 DESKTOP RAM,3700,TECHLAND,Ram,In Stock,3700
OLOY 8GB 3600MHZ DDR4 DESKTOP RAM,3700,TECHLAND,Ram,In Stock,3700
KINGSTON HX432C16FB3A FURY 8GB 3200MHZ DDR4 RGB DESKTOP RAM,3900,TECHLAND,Ram,In Stock,3900
KINGSTON FURY BEAST 8GB 3200MHZ DDR4 DESKTOP RAM,3300,TECHLAND,Ram,In Stock,3300
KINGSTON FURY BEAST RGB 8GB 3000MHZ DDR4 DESKTOP RAM,3200,TECHLAND,Ram,In Stock,3200
PATRIOT VIPER STEEL 16GB 3200MHZ DDR4 GAMING DESKTOP RAM,6200,TECHLAND,Ram,In Stock,6200
OLOY 16GB 3200MHZ DDR4 DESKTOP RAM,7800,TECHLAND,Ram,In Stock,7800
TRANSCEND JETRAM 16GB DDR5 4800MHZ U-DIMM DESKTOP RAM #JM4800ALE-16G,14000,RYANS,Ram,In Stock,14000
CORSAIR VENGEANCE 16GB DDR5 5200MHZ BLACK DESKTOP RAM #CMK16GX5M1B5200C40,15750,RYANS,Ram,In Stock,15750
G.SKILL TRIDENT Z5 RGB 16GB DDR5 5600MHZ SILVER GAMING DESKTOP RAM #F5-5600J3036D16GX2-TZ5RS,17300,RYANS,Ram,In Stock,17300
G.SKILL RIPJAWS S5 16GB DDR5 6000MHZ BLACK GAMING DESKTOP RAM #F5-6000J3238F16GX2-RS5K,17500,RYANS,Ram,In Stock,17500
CORSAIR VENGEANCE 16GB DDR5 5600MHZ BLACK DESKTOP RAM #CMK16GX5M1B5600C40,18300,RYANS,Ram,In Stock,18300
CORSAIR DOMINATOR PLATINUM RGB 16GB DDR5 5600MHZ WHITE HEATSINK DESKTOP RAM #CMT32GX5M2B5600C36W,22500,RYANS,Ram,In Stock,22500
TRANSCEND JETRAM 32GB DDR5 4800MHZ U-DIMM DESKTOP RAM #JM4800ALE-32G,26200,RYANS,Ram,In Stock,26200
CORSAIR VENGEANCE 32GB DDR5 5200MHZ BLACK HEATSINK DESKTOP RAM #CMK32GX5M1B5200C40,29000,RYANS,Ram,In Stock,29000
