,Product_Title,Price,Shop_Name,Category,Availability,G-Price
562,BENQ RP7501K 75” 4K UHD EDUCATION INTERACTIVE FLAT PANEL DISPLAY,470000,Skyland,Monitor,Out of stock,470000.0
692,DELL C7017T 70 INCH TOUCHSCREEN DISPLAY MONITOR,524800,Skyland,Monitor,Out of stock,524800.0
1108,ASUS ROG STRIX XG32VQR 32 INCH CURVED HDR GAMING MONITOR,690000,Skyland,Monitor,In Stock,690000.0
